,0
2678,4592745345302410
2679,4204556734089480000
2680,3535914503406120
2681,349372928720054
2682,36874584280735
2683,4205032046144100
2684,3593957632676310
2685,4935809119193260
2686,572621793536
2687,4552851113166140
2688,2293302817523000
2689,4888569202914200
2690,4789107607446050
2691,2675242852214440
2692,180075249586144
2693,346047363006382
2694,676335537855
2695,4338317103745
2696,4587936181762050
2697,3536238921106510
2698,639098511830
2699,6011081286471320
2700,502044141047
2701,6535041526918180
2702,213182610605718
2703,4307349689252
2704,4496375095026820
2705,4475602837366520
2706,213151086904442
2707,342126932107626
2708,5338233039922500
2709,5116658958187700
2710,346591734480735
2711,6509756132942760
2712,213100148209993
2713,213193096747270
2714,2299078991897790
2715,4818309982367920
2716,4528192451959
2717,4649060942090700
2718,4474225161861
2719,3515567498572260
2720,4743109209749870
2721,213164924446427
2722,30277632733612
2723,180076813645118
2724,4452610700840070
2725,4247974223888540
2726,4595788348600
2727,2713295146169140
2728,585028717965
2729,4681081649736600000
2730,4012923970005930
2731,180045842512037
2732,213144518857932
2733,3568405493526200
2734,38105186360429
2735,5575736157277460
2736,213130688334588
2737,30488060489052
2738,180086290131581
2739,4934496210259
2740,4935843749049490
2741,503824615606
2742,4654628327380440000
2743,373498303619212
2744,4335322481095080
2745,4386016680897770000
2746,36385438956768
2747,4968636772310420000
2748,4828815759616650000
2749,3509771341454130
2750,4273936859415240
2751,3502331705465020
2752,4541363882605
2753,4232760354012390
2754,4041819527433
2755,2552860262304870
2756,4038042070233910
2757,375889369473205
2758,180035180227892
2759,3526694445873730
2760,4223316713572840
2761,4392303094977550000
2762,6537700513994000
2763,36285962003070
2764,30596251011517
2765,572896627013
2766,4463833249606760000
2767,2279591659119450
2768,4606810568458810
2769,676164847425
2770,6562337307407590
2771,180067839217446
2772,2716471534054850
2773,3504565277586850
2774,3586575842939660
2775,349623662767754
2776,38489852864777
2777,4755337990267540
2778,378781727505207
2779,30545836376374
2780,3542934848837780
2781,6011836238900860
2782,503856414662
2783,2243467540260510
2784,4896866293901200000
2785,6011028203653750
2786,4815399037395720000
2787,344490588125920
2788,4064328838752
2789,639090458477
2790,4669484909401
2791,3527346006499160
2792,60444125425
2793,2287595620506430
2794,4151903182009630
2795,3552593437333510
2796,6590297004559580
2797,3568263993150630
2798,4867761798455450000
2799,501890549881
2800,4276374570879
2801,676177153134
2802,2312214549483310
2803,180080772418046
2804,373792360167861
2805,2720213664031660
2806,3598352110665050
2807,3513331842631420
2808,2269899475166640
2809,2230384561213260
2810,346704704802198
2811,3574569317389820
2812,2234986594992140
2813,213123100015612
2814,377913983922641
2815,371325832884144
2816,30038687078455
2817,6011182961898340
2818,4944616419281460
2819,5375087100402010
2820,4992555403185240000
2821,4607911703559
2822,4606992886531
2823,3571655327969040
2824,379083171040172
2825,6520150636164720
2826,30137693036752
2827,345240446769487
2828,502074337556
2829,4095682298647810
2830,4545794680828260000
2831,213165762292500
2832,343163742043260
2833,38099378556961
2834,2303797525832120
2835,2719734140798220
2836,213154160174213
2837,213182890797573
2838,213114477719654
2839,4760524583064
2840,4917339684725980000
2841,2714784348620970
2842,4828813976540890
2843,349390741534627
2844,378028870664732
2845,3566647360337660
2846,371429233000035
2847,560079802719
2848,3574663465733890
2849,2255393025111190
2850,4536418321068340
2851,6508196346953190
2852,6011699740288460
2853,341054494380137
2854,3504944239261960
2855,502036931991
2856,4455354874019110
2857,6588931003817620
2858,4468769012875310
2859,6011971294603350
2860,2234561145917640
2861,2229334874477980
2862,3583944995637960
2863,6567957878027110
2864,5244387446215840
2865,676162363599
2866,4747425506270310
2867,379642603204290
2868,2642483115215600
2869,3531815749720790
2870,6521161242038580
2871,676220069584
2872,6561055362342370
2873,379853332425789
2874,4469086174177
2875,30272407872372
2876,630479837589
2877,213137282117673
2878,3590401859693630
2879,30532839381429
2880,6011621684075020
2881,5356337510573190
2882,3508264257212130
2883,30075445074236
2884,180089242624810
2885,675952193356
2886,30023668062405
2887,5120414642116720
2888,3505431868014040
2889,3568723617896950
2890,213137399735243
2891,4754112736914140000
2892,676231803328
2893,2557465871876720
2894,4478310471695400
2895,3518358520138060
2896,371715360587897
2897,30149027408383
2898,36282751787674
2899,30440981395421
2900,6011026127138140
2901,588473267882
2902,30585862784802
2903,6011597015684570
2904,180073611913210
2905,3518437680124310
2906,343561823527970
2907,3500515506222250
2908,3566543303989020
2909,349969986313845
2910,3543708102307380
2911,503818037668
2912,2669571638925090
2913,213117110085243
2914,4891282777315
2915,4430294859082
2916,4136298565075160
2917,30133153379337
2918,3502712222225410
2919,4568024191753
2920,6011237541765340
2921,4134361598202100
2922,4118201790355
2923,6011443007668610
2924,30146881109644
2925,4482887183139280
2926,579084373060
2927,342024642343286
2928,4021444336174560
2929,378400358164727
2930,30237763632991
2931,341238559729268
2932,3566530963673990
2933,502066366969
2934,4707527132175550
2935,6011454884639160
2936,3550329635738750
2937,4125349221321820
2938,2291426725611720
2939,6584600436048450
2940,589751213259
2941,4148077554249060
2942,341005900192029
2943,3589969343136600
2944,30079680292040
2945,6584951360518830
2946,6522985634252340
2947,4861296628101
2948,4859084223631490
2949,2302444091853090
2950,4626378931681360
2951,3542989009113570
2952,2254155260342950
2953,502020906520
2954,2289500959821750
2955,4566621795091230
2956,501853343777
2957,370588735803054
2958,639064799864
2959,4466397871206190
2960,6011898097561670
2961,180048591471330
2962,2659332883324700
2963,4971457837654
2964,676167847406
2965,3501098401285560
2966,180046819971636
2967,30095006995397
2968,3540080305247310
2969,4165888802763710000
2970,4150234442231580000
2971,4246531301419510
2972,345088812147105
2973,4005604075322970000
2974,502039455212
2975,30432731101308
2976,6549170231780120
2977,4890812210194110
2978,36092933007648
2979,213170416970345
2980,349227908341430
2981,4452262258600490000
2982,2409164443904040
2983,30275517001659
2984,38680247308617
2985,4416617156728
2986,180065136718041
2987,4311632415053850
2988,3557122155962680
2989,6011592825280120
2990,4855013203194850
2991,4913647380511310
2992,4087454506806470000
2993,4170467325805180000
2994,30413333219938
2995,4255425665881880000
2996,3588707922067890
2997,4908679821660
2998,4758249374025
2999,6582137711433860
3000,375710141851445
3001,6538997546354500
3002,2720507182965350
3003,5150879710677530
3004,30233427617320
3005,4011445525531
3006,213176242952365
3007,30580175452460
3008,2225144967005330
3009,6565819646265860
3010,180071109534787
3011,582032305234
3012,5232297782183050
3013,4932632495798540000
3014,3503587998484710
3015,3597589180856380
3016,4227959748133
3017,6011061349723120
3018,3599731437642980
3019,4636051025129420
3020,4672021552434670
3021,378761651173966
3022,374269882734683
3023,4938342549869
3024,3537847283194460
3025,3511138824628500
3026,340049220108282
3027,213137028799362
3028,180045869419314
3029,4887165769318540
3030,4565882642481230
3031,376872459372502
3032,4103924090846
3033,36433861033323
3034,376378233461322
3035,4343244412706
3036,4769550655580230
3037,375639229000734
3038,30152569977591
3039,3582097373790040
3040,2276050238633530
3041,565440036244
3042,4730737787753080000
3043,4183617922562
3044,36346090914479
3045,4613957256445
3046,30365318575207
3047,3594864374016510
3048,180015932432263
3049,4803694691389800
3050,4650457292093360
3051,3534312860619480
3052,372369018944024
3053,3509694021586390
3054,180006700034951
3055,4307961936104250
3056,30277494249293
3057,3568163011172940
3058,344333171118961
3059,3578065491255160
3060,4693509698062680
3061,4152241372759
3062,6011969231340680
3063,4864966475198050
3064,503848063544
3065,4973843340492
3066,4451347675806610000
3067,3521778608705710
3068,4471417913830600000
3069,2252264351274560
3070,4686047235187150000
3071,180071914460103
3072,2234196276684520
3073,180049537013228
3074,630492140995
3075,5142199767313280
3076,2624119676336760
3077,6011888814765100
3078,38814211955935
3079,4707425556285
3080,4138347927084570
3081,4012103145917900000
3082,6011197842074340
3083,3542032780393750
3084,180058944101633
3085,4600385508054330000
3086,501805107577
3087,180085125623150
3088,4609459982465500000
3089,3578822960960450
3090,503822834936
3091,2251802872471480
3092,4032027203724010
3093,582020528169
3094,639074054375
3095,4304651931065570
3096,38765310862069
3097,630455742290
3098,3552060336435330
3099,676310277741
3100,4509827225820380000
3101,4107016373161070
3102,6011198831923930
3103,4156705273055540
3104,213149341274361
3105,4769840210794570
3106,30301909697142
3107,6011195291689270
3108,6568001374463280
3109,213106393266992
3110,180085149576723
3111,344715766639692
3112,38956532439063
3113,3570958734210810
3114,180047065187364
3115,4600541652967480
3116,6565120500090090
3117,4626500593672900
3118,3596461081782240
3119,2720650947590200
3120,3574699151887300
3121,4164208116278290
3122,4612144025277090
3123,3584163056479080
3124,3596618019051420
3125,4178053056852150
3126,501803218293
3127,343157019047210
3128,4611247365307
3129,3544160608798330
3130,4578644474052830
3131,580576207279
3132,3570681635052280
3133,180013150911555
3134,4744018816214
3135,4143511745094570
3136,4016238261138350
3137,?3544855866042397
3138,6011832899341990
3139,3597913848008520
3140,3561126864453930
3141,3572419830428810
3142,6011781355396140
3143,213118365964173
3144,4886965108381960
3145,213114799831633
3146,4685002344578220
3147,571322968801
3148,3593995124929060
3149,6011320049553840
3150,2270028586649430
3151,372195813875588
3152,2585759399780940
3153,3519792782755070
3154,4656719950027290
3155,30324705762571
3156,4422401957974
3157,370949717792923
3158,4892352240986
3159,346149985642964
3160,4314953475479550
3161,4517314427393950
3162,4350612856430
3163,4562645385305260
3164,4376650770704
3165,639097892470
3166,370448893829674
3167,4407426579317
3168,3531693539003490
3169,4905925615590810000
3170,4642091670283290000
3171,3591219536063670
3172,6011240563246000
3173,213185279985859
3174,6011914253781760
3175,4854922190554160
3176,3580520311695670
3177,36321178436612
3178,340203297766528
3179,4447106404550300
3180,30170107016797
3181,345131587548170
3182,4627122444462720
3183,30395571457124
3184,502023068625
3185,4149858540237630
3186,639044416563
3187,4938159522953120
3188,3588813354998000
3189,180050586599984
3190,4828408521326
3191,6011170376470630
3192,36235438317695
3193,571969016435
3194,372742019694394
3195,4293544442618160000
3196,4745597728311000
3197,4164457906292690
3198,6518886210942450
3199,3528125197017320
3200,3599840871177160
3201,180016201027552
3202,30261251235711
3203,2697737942669080
3204,6566815602316860
3205,30589776282218
3206,2714936250844250
3207,213166997845989
3208,4679573773875810000
3209,213181067835364
3210,38481636865352
3211,3565633218854800
3212,4968105275514740
3213,4448951667507
3214,180062394161337
3215,180037173383468
3216,4465867936222390000
3217,4793159622988910000
3218,4076601673644670
3219,563907500596
3220,4439245998199730000
3221,180038106916655
3222,213110288336878
3223,36951150913764
3224,213140919543477
3225,3576777595723510
3226,213157205211965
3227,4504062226035290
3228,38568913231801
3229,6011304824521460
3230,180001635578123
3231,4678005779308760
3232,346083903577673
3233,6011473569822070
3234,4155364422539730000
3235,4328261118728230
3236,213113483778316
3237,2267618204554010
3238,4971042898996890000
3239,38088582728748
3240,2225271432152390
3241,4019205245042
3242,3529705497147500
3243,501829496667
3244,342297052807574
3245,30076209934409
3246,2255421150914330
3247,4239987599508620
3248,3591078409507260
3249,4723338727493990
3250,4468021290219450
3251,4704599748038
3252,30105614857382
3253,4412802039159
3254,3566624463111700
3255,30168062059208
3256,3566861827168460
3257,340114008505578
3258,4952486239997
3259,6594675506015410
3260,639080329555
3261,4252200891268
3262,3507172630227760
3263,30186808867049
3264,6011506369822140
3265,676261212754
3266,4076194111593
3267,2416420127381010
3268,180091547171737
3269,4705067291509590
3270,347441203629942
3271,3582347721857350
3272,4366269881846000
3273,38628386196145
3274,4402838477875570000
3275,2277954494635490
3276,213114024624803
3277,6506037618874110
3278,4038666285622660
3279,213143168051713
3280,2720391866200640
3281,3541009702150080
3282,3508904186819200
3283,180079841370576
3284,4589705082795140
3285,4971553553466110000
3286,180092405193169
3287,4992941860015900000
3288,4269143091251
3289,6011298577045000
3290,6547185088440980
3291,5251530569949900
3292,4755587382619390
3293,3565980762862530
3294,4426730944135980
3295,4272082622433
3296,213184633045310
3297,4220734222192370
3298,2256252400373880
3299,213145108571007
3300,4801298097225850000
3301,348544847291984
3302,4781689074778820
3303,344611558309570
3304,213117219217051
3305,676275931670
3306,341738926713051
3307,36506035806573
3308,343797306770840
3309,3561756160669690
3310,345895662816682
3311,213170224412340
3312,3580128182226930
3313,4600665923972780
3314,4976929570434860000
3315,4522977319986
3316,30166582471770
3317,30508573406481
3318,4159845201818610000
3319,3519549182383620
3320,30425128138883
3321,4898825250519950000
3322,3551511725827800
3323,3557195536165370
3324,3587019558990140
3325,4343805946353130
3326,4273995811469
3327,4540367224343900
3328,4945124379648960
3329,345467188366764
3330,30032853192521
3331,6595982931140200
3332,4394714943332
3333,4299485147237260
3334,6011389060766720
3335,4392084230035670000
3336,639069219033
3337,4772401395473500
3338,3590199992393940
3339,3500427086161130
3340,30275159500513
3341,4958284490710050
3342,4312845015077860000
3343,5523635057499450
3344,4832613114700550
3345,2652055979108500
3346,3546113496436220
3347,4614622042987880000
3348,4139278025126100000
3349,4743350749577760
3350,2613923816456660
3351,3532493652387510
3352,587572641914
3353,3542022245257880
3354,3512736728281380
3355,3586258340822920
3356,5439112180805790
3357,180040711194793
3358,3588476168770760
3359,213125853976114
3360,6011604759049150
3361,3525274402104950
3362,4698877284163
3363,4400508782495
3364,4891319602784000
3365,213148819987660
3366,3552670636163560
3367,2720842076609870
3368,3599072496194850
3369,4984501996319
3370,180078208239556
3371,3506709929007360
3372,343321965570142
3373,3585781211561160
3374,3590992123798160
3375,379729577857490
3376,3530516574999150
3377,30588478274119
3378,574096843358
3379,4071926877900
3380,3524777785165180
3381,340475094734061
3382,501867648526
3383,6580893235261790
3384,4926986189588060
3385,6011352756732530
3386,2355091253154760
3387,349150616577691
3388,4522465664411840000
3389,213187859645101
3390,3568894886745230
3391,6568981861920210
3392,3569813743470530
3393,376681313667258
3394,639024893252
3395,4062680855236480
3396,4053260026206180
3397,4724488831002770000
3398,3558509178405090
3399,4816780727561
3400,180017632159600
3401,4933491571574
3402,4488599309760120
3403,6011467664472190
3404,572549937157
3405,4771466087451
3406,180018119265407
3407,4282811368331
3408,213127445277308
3409,3507215064258090
3410,213125851968550
3411,3554616895727910
3412,3585729726376570
3413,4313672421554280
3414,4997830257423630
3415,4512715800348450
3416,213139256212381
3417,4341040430080550000
3418,4485595623941100
3419,6011973164867440
3420,4138255676917760
3421,4513506521152910
3422,501814790520
3423,4967647046966
3424,4636001330962090
3425,4832838013110
3426,3560510480525240
3427,348096754699964
3428,4998656791784070
3429,2562120747063890
3430,4346907526985160
3431,6557939085236470
3432,2245736619014510
3433,4700170362033370
3434,4842690568611020
3435,4568098124862
3436,4258831487270300000
3437,6524075571950300
3438,6011321057599630
3439,2666967106848010
3440,6559537491782130
3441,4874685335066270
3442,4154075577186560000
3443,180023207187802
3444,30174382287008
3445,503860089302
3446,30150945519400
3447,2291314715295180
3448,4625651795767
3449,3525728021158420
3450,4617129189463710
3451,4913711637153700
3452,3565227532678730
3453,4493601081899980
3454,3565571789853160
3455,639066846416
3456,3586223354883660
3457,5345239542461450
3458,6599029791714380
3459,6509307711120820
3460,3511203457789000
3461,576814680798
3462,3585472281472040
3463,60418222240
3464,4264219621381670
3465,4466046325705670
3466,344903839808284
3467,347910091371791
3468,180077382459881
3469,4721998533308
3470,2294672051872170
3471,4727029654468
3472,213167960691939
3473,375845944287411
3474,6011674656876450
3475,503858307179
3476,6011725079509290
3477,3595354917520670
3478,6573435187639700
3479,6536958273530650
3480,4761549550045280
3481,4123185089212
3482,30429410276450
3483,6011108367589250
3484,213142216505647
3485,4512195640552
3486,213137441299826
3487,342726085414933
3488,5243854423968960
3489,5489725295525790
3490,180001877925925
3491,4898970868751
3492,4880702141452230
3493,371734047712521
3494,4265084499367800
3495,3576905210523420
3496,577885863099
3497,4774859608173870
3498,4219076346318890
3499,4599366174257790
3500,4040670768782720
3501,6011425275361410
3502,501850321503
3503,60405940630
3504,344650184519541
3505,4884582446907850
3506,376163041303860
3507,2327499315042140
3508,4788769903093
3509,4424936352676860
3510,6011748671417830
3511,2254746135150890
3512,60417397183
3513,4879610934353630
3514,180011905680558
3515,576644295353
3516,2424371328348900
3517,3569131032758200
3518,5355308317670350
3519,4960760822198090
3520,5144974621717870
3521,5564178667671360
3522,3506475661688300
3523,377306151157506
3524,349615322345930
3525,30086658450625
3526,30548262792981
3527,2618088305841330
3528,4634649873512
3529,4121662233454350
3530,582172676014
3531,4608566414683340000
3532,3563715195889110
3533,3512057650735260
3534,4772663517506
3535,213177126905479
3536,38354953994842
3537,676386414673
3538,341951887144071
3539,30495228193971
3540,180011166820174
3541,372234183837546
3542,213142563269201
3543,4016221874895090000
3544,213159212376427
3545,562603718361
3546,2289070107587060
3547,4987895814529370
3548,4613613618058910
3549,4385247111592330
3550,2590027715422260
3551,213178148114298
3552,630410020113
3553,30112192110077
3554,4225804087559780
3555,639014781459
3556,3528870974185180
3557,4739263473919140000
3558,4926005050168
3559,4556210691843
3560,4127220391666930
3561,5346412404331360
3562,180079105159152
3563,3558549358229010
3564,2241121290145200
3565,3594631007876050
3566,4141017829447820
3567,3522198494294980
3568,30359306929914
3569,4181218306896
3570,4902943817040680000
3571,4006275855753910000
3572,4222067142463300
3573,6011172503980430
3574,4613042671193820000
3575,6552768406459970
3576,6011428107046860
3577,2580790788273520
3578,180084781285685
3579,4049546827929820
3580,3588677923289130
3581,4505393521861890
3582,4997896450184570000
3583,676387035857
3584,4149584196702860
3585,4880068130286290
3586,30447337726670
3587,180008732827188
3588,4585160105692610
3589,4737568021700000
3590,3553770659224810
3591,4972105258137
3592,4286768769300
3593,4514618199754200
3594,38044054832831
3595,3576114501400750
3596,4385820259415960
3597,4826627047807970000
3598,4178383599701
3599,6531270076210390
3600,4597755625233830000
3601,4599397748402900
3602,3520494154810890
3603,3536446111911780
3604,4187579810676410
3605,5226243726631050
3606,2457455272931090
3607,344197479764770
3608,30396211173584
3609,4395625635248
3610,3536887934107920
3611,38621270796625
3612,346948832865086
3613,4851639303868130000
3614,213148601003155
3615,4724632374662400
3616,213155413970455
3617,180097204902108
3618,4912935982843610
3619,2712773665050290
3620,4994485793258290
3621,3574901525795960
3622,676396906700
3623,6011269244301450
3624,4708497857289350
3625,4174302672440710000
3626,4372178856059
3627,343634337799243
3628,3509254383563300
3629,4795902643019230
3630,2510232354574290
3631,38413093888726
3632,6591228041523470
3633,639060914541
3634,2299758262989870
3635,501852282430
3636,4698948851883630
3637,6565516234425780
3638,675976094127
3639,38291104267522
3640,5597339118991880
3641,30163503480246
3642,340948611862474
3643,2431831797623070
3644,180080796192718
3645,30443079729246
3646,340975429156039
3647,379002550778913
3648,2645948030268910
3649,6011073878786070
3650,589681227486
3651,3557335346822890
3652,3581133742303960
3653,4191669820322360000
3654,4675153602232000
3655,374271601293025
3656,4376143737666
3657,38419164589671
3658,30486569429736
3659,4592638231133660
3660,4741872474597460
3661,3579011840649980
3662,3537269451570670
3663,4651088922672800
3664,3590205128534030
3665,3520920982865230
3666,180022190771648
3667,180019177260694
3668,38133070717801
3669,340533893910728
3670,675932917239
3671,4644145406776000
3672,3558873568606620
3673,344288032169175
3674,3588291604656170
3675,6011282704069030
3676,4560570873347760
3677,6559725771290890
3678,2269763567994310
3679,30488298789620
3680,180054726863466
3681,4937013792895160000
3682,4632696681385070
3683,343858020884125
3684,4622265538915
3685,503846225574
3686,4443324920569870
3687,36654558612422
3688,K0084A9R99
3689,4142957578738970000
3690,675958065608
3691,4065257252675770000
3692,213150937541593
3693,6546483792043660
3694,4067390059750200
3695,180086817577704
3696,6543233300606980
3697,4000325055583550
3698,4848101998874930
3699,213150839059165
3700,60483896902
3701,4892188006489960
3702,4447622747774880000
3703,3597540228713920
3704,501807368508
3705,347786429067297
3706,6011316387859230
3707,4915778718232230000
3708,4638171912588610000
3709,3583296344039100
3710,4868434395394
3711,375308965798055
3712,6011374805803440
3713,4030619941847760000
3714,4991546140225
3715,4612961916839270
3716,376383500422031
3717,2305143676004460
3718,213165235802836
3719,378201720843000
3720,4151679576870130
3721,639000371612
3722,376135828261784
3723,3549894995927110
3724,4867081690891
3725,213157279879085
3726,2223862342483780
3727,6522372948574630
3728,2375899354227590
3729,2560078452809280
3730,347662880288674
3731,4315571387863680
3732,6531426984377240
3733,4984579572514080
3734,567777310036
3735,567017535814
3736,347737319303177
3737,371811288786289
3738,180063994834851
3739,4910224547608600
3740,4830639862545
3741,2250831979709890
3742,502096791301
3743,4517993456460880
3744,2291040652268510
3745,30438415964085
3746,4374898392952420
3747,38743061342581
3748,4126614448085600
3749,30264670759782
3750,378773675847079
3751,6011787897427190
3752,3535884825928510
3753,2224807269552110
3754,2296336900459100
3755,3503792019472010
3756,4135269181517
3757,180077602574741
3758,3549237536595880
3759,6580908091975910
3760,2720932136730490
3761,60444438257
3762,3551997779753170
3763,4611888355814850
3764,639068318992
3765,4247152393000100
3766,30043643161478
3767,4233270283456330000
3768,4636901514366600
3769,4206713425493
3770,4891979898171140000
3771,4555054966284150000
3772,348420882670327
3773,3573642834768770
3774,2720119840455830
3775,6505609116720910
3776,3519681906081540
3777,4438621563368
3778,372620015366300
3779,502028315096
3780,6581742056366840
3781,4170180419977040
3782,639075963277
3783,4295294440249090000
3784,4865388696818870
3785,4706449231768710
3786,4804845401422
3787,4626977541555100
3788,377280977062853
3789,4734902975143
3790,503834992995
3791,4144566666659
3792,3574713137477840
3793,4245219396068230
3794,38292715676580
3795,3519846076808650
3796,3510563310159070
3797,4790646949430
3798,180007595436384
3799,5211726439571610
3800,4968839377745300
3801,4875003008219060
3802,4400104109952
3803,3592676364155010
3804,3587417785934980
3805,4984149213957960000
3806,4428845861612490
3807,4064735857858
3808,2713337785707060
3809,6572721348750580
3810,2226718981925560
3811,2295021050636040
3812,570642899555
3813,374414093739663
3814,4354252085078
3815,4887626612325
3816,4394657559905
3817,2271213513662850
3818,213129742559057
3819,3501932972355090
3820,2260418415213610
3821,213160360294024
3822,4889105593927
3823,6576481244365750
3824,3507184450679970
3825,676348129153
3826,4844759105783680
3827,4109126707561110000
3828,4184474282793
3829,4413260335284870
3830,3571568682494990
3831,4213322608279
3832,6011992674699830
3833,6528828802333360
3834,30192089388192
3835,4119956411685400000
3836,4102595063465470
3837,4076107571789470000
3838,4966707793582
3839,180027747512494
3840,4100656322161660000
3841,3538668919852630
3842,30463449611833
3843,4247226214561600
3844,4535656007655310000
3845,180023366651085
3846,4864701568761140
3847,30388126835894
3848,3572133550541320
3849,6590578701553910
3850,213153741222848
3851,4746758522449640000
3852,3570676694861340
3853,502053375486
3854,4929420837977660
3855,340754200591213
3856,2231953689499150
3857,30192186625975
3858,4853697564841690
3859,501833762617
3860,4295844328951890000
3861,343675864320473
3862,3523874105748400
3863,4655237304485520
3864,4370122907526140
3865,5306213727435820
3866,4345917596642070000
3867,4591963157619
3868,4039485532099770
3869,3585492169464760
3870,6011873427296580
3871,213191571325059
3872,4170914318638090
3873,4003129601266
3874,4889318358585380
3875,4545980824998820000
3876,4402712560878020
3877,503876991657
3878,676176418298
3879,4978975696292840000
3880,3548175671179340
3881,4636770627572760000
3882,3563348051217840
3883,36163378727360
3884,639033581112
3885,60408314114
3886,2642683263777920
3887,3569543496290570
3888,6011837001321970
3889,2249847347147890
3890,639064182350
3891,379354674359405
3892,4713902742645840000
3893,6011197570544840
3894,3565835831789270
3895,30340242846297
3896,3591799349676660
3897,30220383588579
3898,379330895148314
3899,4914043504245480
3900,4231217906410820000
3901,30058772999449
3902,4994472337997
3903,6011442047577220
3904,675945186210
3905,566054512785
3906,2223830687211870
3907,30100411636949
3908,4170854765350040
3909,213185671855106
3910,378885362679639
3911,30189900750428
3912,3525866273454000
3913,3563859668104280
3914,4060794692667110
3915,374234434757251
3916,6541647838128770
3917,4508409001086
3918,3501784474973710
3919,213137766754579
3920,30573494007586
3921,675910324135
3922,4081607659854370
3923,6538941208698040
3924,213199641151249
3925,6507502050366140
3926,4017713002368
3927,4951415270008960
3928,30054063232079
3929,30020751574577
3930,4038632458982450
3931,6562671404607820
3932,6522635377236070
3933,3563536027571890
3934,30009004409731
3935,4014672412880600
3936,180055381220124
3937,3559497066608430
3938,3554227340148580
3939,60450831965
3940,379884599664216
3941,180012526019101
3942,4497395211778
3943,4020220384295
3944,4503109820460960000
3945,5330448564803110
3946,4029667814918430000
3947,180086525486685
3948,4143025963210
3949,6011436601683810
3950,375823101569640
3951,3582013466866980
3952,4232284212765000
3953,213110330842873
3954,342661702409562
3955,4321125968163670000
3956,213108054599190
3957,4291908208821150000
3958,639027603484
3959,3526078194366560
3960,6011910879062260
3961,4196382596196940
3962,4052830766167840000
3963,4864677918782860
3964,345883375323329
3965,4897443745855250
3966,180018494703881
3967,4566094749948
3968,38033523444583
3969,4433275836834670000
3970,213152126583667
3971,4290547452621980
3972,3512412617456280
3973,4722975902326
3974,213132945084071
3975,3531810685907300
3976,502064114023
3977,4063106051053830
3978,4941969456955500
3979,180081858022454
3980,213184335995994
3981,6011983093777360
3982,372365988040256
3983,30207621105506
3984,374007060819920
3985,2228508884897520
3986,348569782417286
3987,180073550520885
3988,30332642343959
3989,4409985058319730
3990,6011278392557360
3991,36199694951656
3992,4088579152672320
3993,180025559928634
3994,4855840637519
3995,4572802318347400
3996,30558484870978
3997,4863373715900
3998,574792719779
3999,4208503194681860000
4000,4627757491693660
4001,6567818277798370
4002,503882285854
4003,3548479465393380
4004,4948707886947
4005,30343207292648
4006,4586176747974
4007,373612129598018
4008,372286738827604
4009,501880333734
4010,4884201224234860
4011,30259414882312
4012,3576559391789690
4013,4091071389218340
4014,3538119513358480
4015,4058410311130590000
4016,561204591086
4017,4475478511793
4018,577324991758
4019,4968257736750940000
4020,4667744164718
4021,347035720774940
4022,4395378955073370
4023,2282273096409890
4024,5481197360907940
4025,6011464224231570
4026,4074057167927
4027,4506141698697570
4028,4659416687233
4029,4215633632674
4030,3526491635344440
4031,6554714883115950
4032,4748507938009
4033,30261693255244
4034,213171657659068
4035,60494590908
4036,604691111
4037,4804420746650730
4038,6554785136940720
4039,4966990849166
4040,4431668538609080000
4041,503875162623
4042,503860917890
4043,377569345601222
4044,213178323346095
4045,4555971858617840
4046,3538285149723390
4047,502087623190
4048,30002031797947
4049,6011156753052820
4050,4561510001674170000
4051,180098785395944
4052,6011110597042000
4053,4899242220602240000
4054,4348405013844230
4055,4946246552870370
4056,503882366555
4057,374801876062299
4058,6011990677534850
4059,6011706547626130
4060,4701156459965910
4061,2720871364921660
4062,4973388073297950
4063,4248557817886280000
4064,4746649918499640000
4065,4526636113878390
4066,2298410693447230
4067,180007858686808
4068,213125436902314
4069,2252817317429310
4070,2251701252019210
4071,4682379748644
4072,2266529386420710
4073,3517603586663650
4074,2716801843676140
4075,4269663971215120
4076,4246219234528
4077,4287046228430470
4078,4295683144333
4079,581076847937
4080,4558347736673
4081,6556512618799280
4082,4977123676376
4083,3549114638104810
4084,180017876000593
4085,4576473251449870
4086,4613221915722190000
4087,4856706115963300000
4088,4816878391342150
4089,342825659975046
4090,4394312941100
4091,341453513590165
4092,344178379327678
4093,344034019371347
4094,347997389910836
4095,6011819804360440
4096,4256725333815620
4097,3575987843843660
4098,2284978540624940
4099,38587402187217
4100,6011939354687810
4101,340039842582220
4102,4409532413826730
4103,2293833264240990
4104,372555027939043
4105,3548611532059790
4106,379455739912151
4107,4293252228865800
4108,3523531230081810
4109,346107221285782
4110,30533422532253
4111,2257992191180160
4112,630470168026
4113,4871377086624960
4114,676274747754
4115,60481753642
4116,30232827884662
4117,30590831978717
4118,30252851343278
4119,60458595745
4120,4895058611095
4121,2237189863843710
4122,675948287437
4123,3546133298883250
4124,4671865842376790000
4125,4041047328069200
4126,3538736503465960
4127,4388707661530400
4128,4843227037738960000
4129,3590130009662360
4130,4357368366652070
4131,4610888655596
4132,502083001490
4133,3586316882285760
4134,4274894205674040
4135,3546933649575860
4136,2712161610711950
4137,3539338561089930
4138,30028086294829
4139,348231754459867
4140,6011718720257140
4141,630482136409
4142,213154838821906
